item_desc,suppl_name,corp_item_prod_cat_name,corp_item_prod_class_name,brand_name,class_desc,category_desc,corp_item_pgrp_name,corp_item_flavor,corp_item_appel_name,corp_item_region_name,corp_item_cnty_name,corp_item_proof,varietal,color,corp_item_size,corp_item_uom,item_no,group_desc,corp_item_prod_super_group_name,customer_no,stdlinxscd,customer_name,address_1,address_2,city,state,site,premise_code,upc_cd,brand_no,suppl_no,decimal_case_qty,net_revenue_amt
ANGELS ENVY BBN 86.6,BACARDI USA INC,SPIRITS,BOURBON,ANGELS ENVY BOURBON,WHISKEY DOMESTIC,Liquor Products,ANGELS ENVY,,DNA--KENTUCKY,KENTUCKY,UNITED STATES,86.60,BLEND-GRAINS,TAWNY/BROWN,750ML,ML ,404725,BOURBON,HOUSE OF BACARDI PRESTIGE BRANDS,64184,5218146    ,DISNEY HTL/ A P DLR,1150 W MAGIC WAY,,ANAHEIM,CA,20,ON ,0085004700300,4891,101079,208.000,42324.00
BACARDI RUM GOLD RSV OCHO 8YR 80,BACARDI USA INC,SPIRITS,RUM,BACARDI 8,RUM DOMESTIC,Liquor Products,BACARDI 8,,DNA--PUERTO RICO,DNA--PUERTO RICO,PUERTO RICO,80.00,,TAWNY/BROWN,750ML,ML ,893644,DARK RUM DOMESTIC,HOUSE OF BACARDI,64184,5218146    ,DISNEY HTL/ A P DLR,1150 W MAGIC WAY,,ANAHEIM,CA,20,ON ,0008048050540,4791,101079,78.000,18704.40
BACARDI RUM GOLD RSV OCHO 8YR 80,BACARDI USA INC,SPIRITS,RUM,BACARDI 8,RUM DOMESTIC,Liquor Products,BACARDI 8,,DNA--PUERTO RICO,DNA--PUERTO RICO,PUERTO RICO,80.00,,TAWNY/BROWN,1.0L,LT ,893641,DARK RUM DOMESTIC,HOUSE OF BACARDI,64184,5218146    ,DISNEY HTL/ A P DLR,1150 W MAGIC WAY,,ANAHEIM,CA,20,ON ,0008048050530,4791,101079,1336.002,161048.52
GREY GOOSE VODKA 80,BACARDI USA INC,SPIRITS,VODKA,GREY GOOSE ORIGINAL,VODKA IMPORTED,Liquor Products,HOUSE OF GREY GOOSE,,DNA--FRANCE,DNA--FRANCE,FRANCE,80.00,WHEAT,WHITE,1.0L,LT ,17098,VODKA IMPORTED,HOUSE OF GREY GOOSE,64184,5218146    ,DISNEY HTL/ A P DLR,1150 W MAGIC WAY,,ANAHEIM,CA,20,ON ,0008048028001,1265,101079,804.000,127458.60
ILEGAL MEZCAL JOVEN 80,BACARDI USA INC,SPIRITS,TEQUILA,ILEGAL,MEZCAL,Liquor Products,ILEGAL,,DNA--OAXACA,OAXACA,MEXICO,80.00,MAGUEY/MEZCAL,WHITE,750ML,ML ,990142,SILVER / PLATA MEZCAL,ILEGAL,64184,5218146    ,DISNEY HTL/ A P DLR,1150 W MAGIC WAY,,ANAHEIM,CA,20,ON ,0008974475735,773,101079,178.000,30324.00
LEBLON CACHACA 80,BACARDI USA INC,SPIRITS,RUM,LEBLON CACHACA,RUM IMPORTED,Liquor Products,CACHACA RUM,,DNA--BRAZIL,DNA--BRAZIL,BRAZIL,80.00,,WHITE,1.0L,LT ,484344,CACHACA,HOUSE OF NICHE BRANDS,64184,5218146    ,DISNEY HTL/ A P DLR,1150 W MAGIC WAY,,ANAHEIM,CA,20,ON ,0008048000726,3478,101079,39.666,5962.64
MARTINI&ROSSI VERMOUTH ROSSO,BACARDI USA INC,WINE,VERMOUTH,MARTINI VERMOUTH ROSSO,VERMOUTH FORTIFIED IMPORTED,Wine & Wine Coolers,MARTINI VERMOUTH,BLEND-BOTANICALS,DNA--PIEDMONT,PIEDMONT,ITALY,0.00,BLEND-OTHER,RED,750ML,ML ,442536,NONE,HOUSE OF MARTINI,64184,5218146    ,DISNEY HTL/ A P DLR,1150 W MAGIC WAY,,ANAHEIM,CA,20,ON ,0001103441005,4964,101079,6.666,295.00
PATRON TEQ ANEJO 80,BACARDI USA INC,SPIRITS,TEQUILA,PATRON ANEJO,TEQUILA,Liquor Products,PATRON TEQUILA (EXCLUDING ROCA),,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,TAWNY/BROWN,750ML,ML ,327,ANEJO TEQUILA,PATRON SPIRITS COMPANY,64184,5218146    ,DISNEY HTL/ A P DLR,1150 W MAGIC WAY,,ANAHEIM,CA,20,ON ,0072173300001,4157,101079,11.000,5983.20
PATRON TEQ SILVER 80,BACARDI USA INC,SPIRITS,TEQUILA,PATRON SILVER,TEQUILA,Liquor Products,PATRON TEQUILA (EXCLUDING ROCA),,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,WHITE,1.75L,LT ,51498,SILVER / PLATA TEQUILA,PATRON SPIRITS COMPANY,64184,5218146    ,DISNEY HTL/ A P DLR,1150 W MAGIC WAY,,ANAHEIM,CA,20,ON ,0072173300088,4160,101079,0.000,0.00
PATRON TEQ SILVER 80,BACARDI USA INC,SPIRITS,TEQUILA,PATRON SILVER,TEQUILA,Liquor Products,PATRON TEQUILA (EXCLUDING ROCA),,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,WHITE,750ML,ML ,328,SILVER / PLATA TEQUILA,PATRON SPIRITS COMPANY,64184,5218146    ,DISNEY HTL/ A P DLR,1150 W MAGIC WAY,,ANAHEIM,CA,20,ON ,0072173300002,4160,101079,2766.000,1171654.32
