item_desc,suppl_name,corp_item_prod_cat_name,corp_item_prod_class_name,brand_name,class_desc,category_desc,corp_item_pgrp_name,corp_item_flavor,corp_item_appel_name,corp_item_region_name,corp_item_cnty_name,corp_item_proof,varietal,color,corp_item_size,corp_item_uom,item_no,group_desc,corp_item_prod_super_group_name,customer_no,stdlinxscd,customer_name,address_1,address_2,city,state,site,premise_code,upc_cd,brand_no,suppl_no,decimal_case_qty,net_revenue_amt
ANGELS ENVY BBN 86.6,BACARDI USA INC,SPIRITS,BOURBON,ANGELS ENVY BOURBON,WHISKEY DOMESTIC,Liquor Products,ANGELS ENVY,,DNA--KENTUCKY,KENTUCKY,UNITED STATES,86.60,BLEND-GRAINS,TAWNY/BROWN,750ML,ML ,404725,BOURBON,HOUSE OF BACARDI PRESTIGE BRANDS,33084,3523553    ,TERRANEA,6610 PALO VERDES DR S STE #A,,RANCHO PALOS VERDES,CA,20,ON ,0085004700300,4891,101079,34.000,7344.00
ANGELS ENVY RYE WSKY 100,BACARDI USA INC,SPIRITS,STRAIGHT RYE WHISKY,ANGELS ENVY RYE,WHISKEY DOMESTIC,Liquor Products,ANGELS ENVY,,DNA--KENTUCKY,KENTUCKY,UNITED STATES,100.00,RYE,TAWNY/BROWN,750ML,ML ,410753,RYE WHISKEY,HOUSE OF BACARDI PRESTIGE BRANDS,33084,3523553    ,TERRANEA,6610 PALO VERDES DR S STE #A,,RANCHO PALOS VERDES,CA,20,ON ,0085004700306,5205,101079,18.000,6984.60
GREY GOOSE VODKA 80,BACARDI USA INC,SPIRITS,VODKA,GREY GOOSE ORIGINAL,VODKA IMPORTED,Liquor Products,HOUSE OF GREY GOOSE,,DNA--FRANCE,DNA--FRANCE,FRANCE,80.00,WHEAT,WHITE,1.0L,LT ,17098,VODKA IMPORTED,HOUSE OF GREY GOOSE,33084,3523553    ,TERRANEA,6610 PALO VERDES DR S STE #A,,RANCHO PALOS VERDES,CA,20,ON ,0008048028001,1265,101079,173.000,32570.16
LEBLON CACHACA 80,BACARDI USA INC,SPIRITS,RUM,LEBLON CACHACA,RUM IMPORTED,Liquor Products,CACHACA RUM,,DNA--BRAZIL,DNA--BRAZIL,BRAZIL,80.00,,WHITE,1.0L,LT ,484344,CACHACA,HOUSE OF NICHE BRANDS,33084,3523553    ,TERRANEA,6610 PALO VERDES DR S STE #A,,RANCHO PALOS VERDES,CA,20,ON ,0008048000726,3478,101079,8.000,1354.32
PATRON TEQ ANEJO 80,BACARDI USA INC,SPIRITS,TEQUILA,PATRON ANEJO,TEQUILA,Liquor Products,PATRON TEQUILA (EXCLUDING ROCA),,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,TAWNY/BROWN,750ML,ML ,327,ANEJO TEQUILA,PATRON SPIRITS COMPANY,33084,3523553    ,TERRANEA,6610 PALO VERDES DR S STE #A,,RANCHO PALOS VERDES,CA,20,ON ,0072173300001,4157,101079,4.000,2173.80
PATRON TEQ GRAN PLATINUM 80 BAR,BACARDI USA INC,SPIRITS,TEQUILA,PATRON GRAN PLATINUM,TEQUILA,Liquor Products,PATRON TEQUILA (EXCLUDING ROCA),,DNA--MEXICO,DNA--MEXICO,MEXICO,80.00,100% BLUE AGAVE,WHITE,750ML,ML ,118731,SILVER / PLATA TEQUILA,PATRON SPIRITS COMPANY,33084,3523553    ,TERRANEA,6610 PALO VERDES DR S STE #A,,RANCHO PALOS VERDES,CA,20,ON ,0072173355091,4158,101079,1.000,439.00
PATRON TEQ REPOSADO 80,BACARDI USA INC,SPIRITS,TEQUILA,PATRON REPO,TEQUILA,Liquor Products,PATRON TEQUILA (EXCLUDING ROCA),,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,TAWNY/BROWN,750ML,ML ,43177,REPOSADO TEQUILA,PATRON SPIRITS COMPANY,33084,3523553    ,TERRANEA,6610 PALO VERDES DR S STE #A,,RANCHO PALOS VERDES,CA,20,ON ,0072173300015,4159,101079,1.000,469.80
PATRON TEQ SILVER 80,BACARDI USA INC,SPIRITS,TEQUILA,PATRON SILVER,TEQUILA,Liquor Products,PATRON TEQUILA (EXCLUDING ROCA),,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,WHITE,200ML,ML ,288244,SILVER / PLATA TEQUILA,PATRON SPIRITS COMPANY,33084,3523553    ,TERRANEA,6610 PALO VERDES DR S STE #A,,RANCHO PALOS VERDES,CA,20,ON ,0072173300110,4160,101079,14.000,2022.25
PATRON TEQ SILVER 80,BACARDI USA INC,SPIRITS,TEQUILA,PATRON SILVER,TEQUILA,Liquor Products,PATRON TEQUILA (EXCLUDING ROCA),,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,WHITE,375ML,ML ,71616,SILVER / PLATA TEQUILA,PATRON SPIRITS COMPANY,33084,3523553    ,TERRANEA,6610 PALO VERDES DR S STE #A,,RANCHO PALOS VERDES,CA,20,ON ,0072173300094,4160,101079,0.000,0.00
PATRON TEQ SILVER 80,BACARDI USA INC,SPIRITS,TEQUILA,PATRON SILVER,TEQUILA,Liquor Products,PATRON TEQUILA (EXCLUDING ROCA),,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,WHITE,750ML,ML ,328,SILVER / PLATA TEQUILA,PATRON SPIRITS COMPANY,33084,3523553    ,TERRANEA,6610 PALO VERDES DR S STE #A,,RANCHO PALOS VERDES,CA,20,ON ,0072173300002,4160,101079,4.000,1845.60
PATRON TEQ SILVER 80 BAR PK,BACARDI USA INC,SPIRITS,TEQUILA,PATRON SILVER,TEQUILA,Liquor Products,PATRON TEQUILA (EXCLUDING ROCA),,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,WHITE,750ML,ML ,109101,SILVER / PLATA TEQUILA,PATRON SPIRITS COMPANY,33084,3523553    ,TERRANEA,6610 PALO VERDES DR S STE #A,,RANCHO PALOS VERDES,CA,20,ON ,0072173300032,4160,101079,1.000,230.70
PATRON TEQUILA SILVER 80 BAR,BACARDI USA INC,SPIRITS,TEQUILA,PATRON SILVER,TEQUILA,Liquor Products,PATRON TEQUILA (EXCLUDING ROCA),,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,WHITE,750ML,ML ,118695,SILVER / PLATA TEQUILA,PATRON SPIRITS COMPANY,33084,3523553    ,TERRANEA,6610 PALO VERDES DR S STE #A,,RANCHO PALOS VERDES,CA,20,ON ,0072173300002,4160,101079,109.000,49644.60
APEROL APERITIVO 22,CAMPARI AMERICA,SPIRITS,CORDIALS/LIQUORS,APEROL,APERITIF / BITTERS IMPORTED,Liquor Products,APEROL,BLEND-PROPRIETARY,DNA--MARCHES,MARCHES,ITALY,22.00,,ORANGE,750ML,ML ,557366,NONE,APEROL,33084,3523553    ,TERRANEA,6610 PALO VERDES DR S STE #A,,RANCHO PALOS VERDES,CA,20,ON ,0072105900131,3208,100478,0.000,0.00
APEROL APERITIVO 22,CAMPARI AMERICA,SPIRITS,CORDIALS/LIQUORS,APEROL,CORDIALS IMPORTED,Liquor Products,APEROL,BLEND-PROPRIETARY,DNA--MARCHES,MARCHES,ITALY,22.00,,ORANGE,1.0L,LT ,557367,FLAVORED CORDIAL IMPORTED,APEROL,33084,3523553    ,TERRANEA,6610 PALO VERDES DR S STE #A,,RANCHO PALOS VERDES,CA,20,ON ,0072105900238,3208,100478,129.000,22338.87
CAMPARI APERITIVO 48,CAMPARI AMERICA,SPIRITS,CORDIALS/LIQUORS,CAMPARI,APERITIF / BITTERS IMPORTED,Liquor Products,CAMPARI,BLEND-PROPRIETARY,DNA--LOMBARDY,LOMBARDY,ITALY,48.00,,RED,1.0L,LT ,980581,NONE,CAMPARI,33084,3523553    ,TERRANEA,6610 PALO VERDES DR S STE #A,,RANCHO PALOS VERDES,CA,20,ON ,0002105904100,1360,100478,6.000,2200.85
