item_desc,suppl_name,corp_item_prod_cat_name,corp_item_prod_class_name,brand_name,class_desc,category_desc,corp_item_pgrp_name,corp_item_flavor,corp_item_appel_name,corp_item_region_name,corp_item_cnty_name,corp_item_proof,varietal,color,corp_item_size,corp_item_uom,item_no,group_desc,corp_item_prod_super_group_name,customer_no,stdlinxscd,customer_name,address_1,address_2,city,state,site,premise_code,upc_cd,brand_no,suppl_no,decimal_case_qty,net_revenue_amt
818 EIGHT RESERVE TEQ ANEJO 80,818 SPIRITS/MHW LTD,SPIRITS,TEQUILA,EIGHT RESERVE,TEQUILA,Liquor Products,EIGHT RESERVE,,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,TAWNY/BROWN,750ML,ML ,565513,,EIGHT RESERVE,18280,1773832    ,SHERATON WILD HORSE PASS RESOR,5718 W NORTH LOOP RD,,CHANDLER,AZ,40,ON ,0086000671344,3341,114444,0.333,174.87
818 EIGHT RESERVE TEQ ANEJO 80 SS,818 SPIRITS/MHW LTD,SPIRITS,TEQUILA,EIGHT RESERVE,TEQUILA,Liquor Products,EIGHT RESERVE,,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,TAWNY/BROWN,750ML,ML ,565512,,EIGHT RESERVE,18280,1773832    ,SHERATON WILD HORSE PASS RESOR,5718 W NORTH LOOP RD,,CHANDLER,AZ,40,ON ,0086000671344,3341,114444,0.333,152.19
CHARLES SMITH BAND OF ROSES(SC)20,ACKLEY BRANDS LTD.,WINE,BLUSH/ROSE WINE,CHARLES SMITH,OTHER MISC WINES,Wine & Wine Coolers,CHARLES SMITH WINES,,DNA--WASHINGTON,WASHINGTON,UNITED STATES,0.00,BLEND-OTHER,ROSE,750ML,ML ,537855,,CHARLES SMITH WINES,18280,1773832    ,SHERATON WILD HORSE PASS RESOR,5718 W NORTH LOOP RD,,CHANDLER,AZ,40,ON ,0008600325310,1066,115896,5.000,479.65
CHARLES SMITH CAB SV CH SMITH(SC19,ACKLEY BRANDS LTD.,WINE,RED WINE,CHARLES SMITH,CABERNET SAUVIGNON,Wine & Wine Coolers,CHARLES SMITH WINES,,DNA--WASHINGTON,WASHINGTON,UNITED STATES,0.00,CABERNET SAUVIGNON,RED,750ML,ML ,513688,,CHARLES SMITH WINES,18280,1773832    ,SHERATON WILD HORSE PASS RESOR,5718 W NORTH LOOP RD,,CHANDLER,AZ,40,ON ,0008600325306,1066,115896,0.333,55.96
CHARLES SMITH CAB SV CHT SMITH(SC),ACKLEY BRANDS LTD.,WINE,RED WINE,CHARLES SMITH,CABERNET SAUVIGNON,Wine & Wine Coolers,CHARLES SMITH WINES,,DNA--WASHINGTON,WASHINGTON,UNITED STATES,0.00,CABERNET SAUVIGNON,RED,750ML,ML ,449692,CBRANDS RISING STAR,CHARLES SMITH WINES,18280,1773832    ,SHERATON WILD HORSE PASS RESOR,5718 W NORTH LOOP RD,,CHANDLER,AZ,40,ON ,0018474500012,1066,115896,20.000,3406.60
CHARLES SMITH KUNGFU GIRL RIES(SC),ACKLEY BRANDS LTD.,WINE,WHITE WINE,CHARLES SMITH,RIESLING,Wine & Wine Coolers,CHARLES SMITH WINES,,COLUMBIA VALLEY,OREGON,UNITED STATES,0.00,RIESLING,WHITE,750ML,ML ,550287,,CHARLES SMITH WINES,18280,1773832    ,SHERATON WILD HORSE PASS RESOR,5718 W NORTH LOOP RD,,CHANDLER,AZ,40,ON ,0008600325300,1066,115896,5.000,479.65
CHARLES SMITH KUNGFU GIRL RIES(SC),ACKLEY BRANDS LTD.,WINE,WHITE WINE,CHARLES SMITH,RIESLING,Wine & Wine Coolers,CHARLES SMITH WINES,,COLUMBIA VALLEY,WASHINGTON,UNITED STATES,0.00,RIESLING,WHITE,750ML,ML ,602597,,CHARLES SMITH WINES,18280,1773832    ,SHERATON WILD HORSE PASS RESOR,5718 W NORTH LOOP RD,,CHANDLER,AZ,40,ON ,0008312001504,1066,115896,6.000,623.58
COMMERCE GIN 85,ARIZONA DISTILLING CO,SPIRITS,GIN,COMMERCE,GIN,Liquor Products,COMMERCE,BLEND-BOTANICALS,DNA--ARIZONA,ARIZONA,UNITED STATES,85.00,BLEND-GRAINS,WHITE,750ML,ML ,922275,,COMMERCE,18280,1773832    ,SHERATON WILD HORSE PASS RESOR,5718 W NORTH LOOP RD,,CHANDLER,AZ,40,ON ,0085477000414,1668,113100,4.000,453.44
COPPER CITY BBN CAB CSK(STATE F)90,ARIZONA DISTILLING CO,SPIRITS,BOURBON,COPPER CITY,WHISKEY BOURBON,Liquor Products,COPPER CITY,,DNA--ARIZONA,ARIZONA,UNITED STATES,90.00,BLEND-GRAINS,TAWNY/BROWN,1.0L,LT ,530216,,COPPER CITY,18280,1773832    ,SHERATON WILD HORSE PASS RESOR,5718 W NORTH LOOP RD,,CHANDLER,AZ,40,ON ,0085477000438,1666,113100,0.166,67.38
COPPER CITY BOURBON 90,ARIZONA DISTILLING CO,SPIRITS,BOURBON,COPPER CITY,WHISKEY BOURBON,Liquor Products,COPPER CITY,,DNA--ARIZONA,ARIZONA,UNITED STATES,90.00,BLEND-GRAINS,TAWNY/BROWN,750ML,ML ,922276,,COPPER CITY,18280,1773832    ,SHERATON WILD HORSE PASS RESOR,5718 W NORTH LOOP RD,,CHANDLER,AZ,40,ON ,0085477000401,1666,113100,38.166,5932.47
MISSION VODKA 80,ARIZONA DISTILLING CO,SPIRITS,VODKA,MISSION,VODKA,Liquor Products,MISSION,,DNA--ARIZONA,ARIZONA,UNITED STATES,80.00,BLEND-GRAINS,WHITE,750ML,ML ,922278,,MISSION,18280,1773832    ,SHERATON WILD HORSE PASS RESOR,5718 W NORTH LOOP RD,,CHANDLER,AZ,40,ON ,0085477000410,1669,113100,12.834,1085.48
ARIZONA STRONGHOLD MANGUS RED 21,ARIZONA STRONGHOLD VINEYARDS,WINE,RED WINE,ARIZONA STRONGHOLD,DOMESTIC RED BLEND,Wine & Wine Coolers,ARIZONA STRONGHOLD,,DNA--ARIZONA,ARIZONA,UNITED STATES,0.00,BLEND-TUSCANY SANGIOVESE BASED,RED,750ML,ML ,594565,,ARIZONA STRONGHOLD,18280,1773832    ,SHERATON WILD HORSE PASS RESOR,5718 W NORTH LOOP RD,,CHANDLER,AZ,40,ON ,0085923800202,1139,112189,0.166,36.98
ARIZONA STRONGHOLD TAZI WHT,ARIZONA STRONGHOLD VINEYARDS,WINE,WHITE WINE,ARIZONA STRONGHOLD,OTHER WHITE WINES,Wine & Wine Coolers,ARIZONA STRONGHOLD,,DNA--ARIZONA,ARIZONA,UNITED STATES,0.00,BLEND-OTHER,WHITE,750ML,ML ,470598,,ARIZONA STRONGHOLD,18280,1773832    ,SHERATON WILD HORSE PASS RESOR,5718 W NORTH LOOP RD,,CHANDLER,AZ,40,ON ,0085923800201,1139,112189,3.000,449.79
ANGELS ENVY BBN 86.6,BACARDI USA INC,SPIRITS,BOURBON,ANGELS ENVY,WHISKEY BOURBON,Liquor Products,ANGELS ENVY,,DNA--KENTUCKY,KENTUCKY,UNITED STATES,86.60,BLEND-GRAINS,TAWNY/BROWN,750ML,ML ,404725,ANGELS ENVY,HOUSE OF BACARDI PRESTIGE BRANDS,18280,1773832    ,SHERATON WILD HORSE PASS RESOR,5718 W NORTH LOOP RD,,CHANDLER,AZ,40,ON ,0085004700300,846,101079,27.000,5941.76
ANGELS ENVY RYE WSKY 100,BACARDI USA INC,SPIRITS,STRAIGHT RYE WHISKY,ANGELS ENVY,RUM,Liquor Products,ANGELS ENVY,,DNA--KENTUCKY,KENTUCKY,UNITED STATES,100.00,RYE,TAWNY/BROWN,750ML,ML ,410753,ANGELS ENVY,HOUSE OF BACARDI PRESTIGE BRANDS,18280,1773832    ,SHERATON WILD HORSE PASS RESOR,5718 W NORTH LOOP RD,,CHANDLER,AZ,40,ON ,0085004700306,846,101079,12.000,4568.36
BACARDI RUM GOLD RSV OCHO 8YR 80,BACARDI USA INC,SPIRITS,RUM,BACARDI 8,RUM,Liquor Products,BACARDI 8,,DNA--PUERTO RICO,DNA--PUERTO RICO,PUERTO RICO,80.00,,TAWNY/BROWN,1.0L,LT ,893641,,HOUSE OF BACARDI,18280,1773832    ,SHERATON WILD HORSE PASS RESOR,5718 W NORTH LOOP RD,,CHANDLER,AZ,40,ON ,0008048050530,700,101079,1.000,158.96
BACARDI RUM ANEJO CUATRO 4YR 80,BACARDI USA INC,SPIRITS,RUM,BACARDI RUM ANEJO,RUM,Liquor Products,BACARDI CUATRO,,DNA--PUERTO RICO,DNA--PUERTO RICO,PUERTO RICO,80.00,,TAWNY/BROWN,750ML,ML ,898675,,HOUSE OF BACARDI,18280,1773832    ,SHERATON WILD HORSE PASS RESOR,5718 W NORTH LOOP RD,,CHANDLER,AZ,40,ON ,0008048098338,720,101079,0.166,33.78
BACARDI RUM COCO 70,BACARDI USA INC,SPIRITS,RUM,BACARDI RUM FLAVORS,RUM,Liquor Products,BACARDI FLAVORED RUMS,COCONUT,DNA--PUERTO RICO,DNA--PUERTO RICO,PUERTO RICO,70.00,,WHITE,1.0L,LT ,73965,,HOUSE OF BACARDI,18280,1773832    ,SHERATON WILD HORSE PASS RESOR,5718 W NORTH LOOP RD,,CHANDLER,AZ,40,ON ,0008048040062,714,101079,0.000,0.00
BACARDI RUM RASPBERRY 70,BACARDI USA INC,SPIRITS,RUM,BACARDI RUM FLAVORS,RUM,Liquor Products,BACARDI FLAVORED RUMS,RASPBERRY,DNA--FLORIDA,FLORIDA,UNITED STATES,70.00,,WHITE,750ML,ML ,408513,,HOUSE OF BACARDI,18280,1773832    ,SHERATON WILD HORSE PASS RESOR,5718 W NORTH LOOP RD,,CHANDLER,AZ,40,ON ,0008048000676,714,101079,0.166,27.38
BACARDI RUM RASPBERRY 70,BACARDI USA INC,SPIRITS,RUM,BACARDI RUM FLAVORS,RUM,Liquor Products,BACARDI FLAVORED RUMS,RASPBERRY,DNA--FLORIDA,FLORIDA,UNITED STATES,70.00,,WHITE,1.0L,LT ,408512,,HOUSE OF BACARDI,18280,1773832    ,SHERATON WILD HORSE PASS RESOR,5718 W NORTH LOOP RD,,CHANDLER,AZ,40,ON ,0008048000675,714,101079,0.914,194.69
BACARDI RUM SUPERIOR WHITE 80,BACARDI USA INC,SPIRITS,RUM,BACARDI RUM SUPERIOR,RUM,Liquor Products,BACARDI SPR/G/S/B/151,,DNA--PUERTO RICO,DNA--PUERTO RICO,PUERTO RICO,80.00,,WHITE,1.0L,LT ,28728,,HOUSE OF BACARDI,18280,1773832    ,SHERATON WILD HORSE PASS RESOR,5718 W NORTH LOOP RD,,CHANDLER,AZ,40,ON ,0008048001530,709,101079,20.000,3309.88
