item_desc,suppl_name,corp_item_prod_cat_name,corp_item_prod_class_name,brand_name,class_desc,category_desc,corp_item_pgrp_name,corp_item_flavor,corp_item_appel_name,corp_item_region_name,corp_item_cnty_name,corp_item_proof,varietal,color,corp_item_size,corp_item_uom,item_no,group_desc,corp_item_prod_super_group_name,customer_no,stdlinxscd,customer_name,address_1,address_2,city,state,site,premise_code,upc_cd,brand_no,suppl_no,decimal_case_qty,net_revenue_amt
BACARDI RUM ANEJO CUATRO 4YR 80,BACARDI USA INC,SPIRITS,RUM,BACARDI RUM ANEJO,RUM,Liquor Products,BACARDI CUATRO,,DNA--PUERTO RICO,DNA--PUERTO RICO,PUERTO RICO,80.00,,TAWNY/BROWN,1.0L,LT ,899136,,HOUSE OF BACARDI,7460,5269906    ,FOXS RV RESORT,6350 RIVERSIDE DR,,PARKER,AZ,40,ON ,0008048098339,720,101079,0.500,0.00
BACARDI RUM LIMON 70,BACARDI USA INC,SPIRITS,RUM,BACARDI RUM FLAVORS,RUM,Liquor Products,BACARDI FLAVORED RUMS,CITRUS,DNA--PUERTO RICO,DNA--PUERTO RICO,PUERTO RICO,70.00,,WHITE,1.0L,LT ,28736,,HOUSE OF BACARDI,7460,5269906    ,FOXS RV RESORT,6350 RIVERSIDE DR,,PARKER,AZ,40,ON ,0008048035530,714,101079,0.250,0.00
BACARDI RUM MANGO CHILE 70,BACARDI USA INC,SPIRITS,RUM,BACARDI RUM FLAVORS,RUM,Liquor Products,BACARDI FLAVORED RUMS,MANGO,DNA--UNITED STATES,DNA--UNITED STATES,UNITED STATES,70.00,,WHITE,1.0L,LT ,554462,,HOUSE OF BACARDI,7460,5269906    ,FOXS RV RESORT,6350 RIVERSIDE DR,,PARKER,AZ,40,ON ,0008048098825,714,101079,0.581,0.00
BACARDI RUM TROPICAL 70,BACARDI USA INC,SPIRITS,RUM,BACARDI RUM FLAVORS,RUM,Liquor Products,BACARDI FLAVORED RUMS,TROPICAL,DNA--FLORIDA,FLORIDA,UNITED STATES,70.00,,WHITE,1.0L,LT ,987890,,HOUSE OF BACARDI,7460,5269906    ,FOXS RV RESORT,6350 RIVERSIDE DR,,PARKER,AZ,40,ON ,0008048098717,714,101079,0.500,0.00
BACARDI RUM SPICED 70,BACARDI USA INC,SPIRITS,RUM,BACARDI RUM OAKHEART,RUM,Liquor Products,BACARDI SPICED RUM,BLEND-SPICES,DNA--UNITED STATES,DNA--UNITED STATES,UNITED STATES,70.00,,TAWNY/BROWN,1.0L,LT ,960685,,HOUSE OF BACARDI,7460,5269906    ,FOXS RV RESORT,6350 RIVERSIDE DR,,PARKER,AZ,40,ON ,0008048000151,710,101079,3.735,0.00
BACARDI RUM SUPERIOR WHITE 80,BACARDI USA INC,SPIRITS,RUM,BACARDI RUM SUPERIOR,RUM,Liquor Products,BACARDI SPR/G/S/B/151,,DNA--PUERTO RICO,DNA--PUERTO RICO,PUERTO RICO,80.00,,WHITE,1.0L,LT ,28728,,HOUSE OF BACARDI,7460,5269906    ,FOXS RV RESORT,6350 RIVERSIDE DR,,PARKER,AZ,40,ON ,0008048001530,709,101079,31.000,6190.11
CAZADORES TEQ ANEJO 80,BACARDI USA INC,SPIRITS,TEQUILA,CAZADORES TEQUILA,TEQUILA,Liquor Products,HOUSE OF CAZADORES,,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,TAWNY/BROWN,750ML,ML ,535801,,HOUSE OF CAZADORES,7460,5269906    ,FOXS RV RESORT,6350 RIVERSIDE DR,,PARKER,AZ,40,ON ,0008048017252,728,101079,4.163,762.15
CAZADORES TEQ ANEJO 80,BACARDI USA INC,SPIRITS,TEQUILA,CAZADORES TEQUILA,TEQUILA,Liquor Products,HOUSE OF CAZADORES,,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,TAWNY/BROWN,1.0L,LT ,535802,,HOUSE OF CAZADORES,7460,5269906    ,FOXS RV RESORT,6350 RIVERSIDE DR,,PARKER,AZ,40,ON ,0008048017251,728,101079,33.311,7532.09
DEWARS WHITE LABEL 80,BACARDI USA INC,SPIRITS,SCOTCH,DEWARS SCOTCH,SCOTCH BLENDED,Liquor Products,DEWARS WHITE LABEL,,DNA--ENGLAND,ENGLAND,UNITED KINGDOM,80.00,BLEND-GRAINS,TAWNY/BROWN,1.0L,LT ,19307,,HOUSE OF DEWARS,7460,5269906    ,FOXS RV RESORT,6350 RIVERSIDE DR,,PARKER,AZ,40,ON ,0008048023001,738,101079,0.666,241.52
GREY GOOSE VOD ESS STRAW&LEMONG60,BACARDI USA INC,SPIRITS,VODKA,GREY GOOSE FLAVORS,VODKA,Liquor Products,GREY GOOSE ESSENCE VODKAS,STRAWBERRY,DNA--FRANCE,DNA--FRANCE,FRANCE,60.00,WHEAT,WHITE,1.0L,LT ,972683,,HOUSE OF GREY GOOSE,7460,5269906    ,FOXS RV RESORT,6350 RIVERSIDE DR,,PARKER,AZ,40,ON ,0008048098571,731,101079,2.000,0.00
GREY GOOSE VOD ESS WATERM&BASIL 60,BACARDI USA INC,SPIRITS,VODKA,GREY GOOSE FLAVORS,VODKA,Liquor Products,GREY GOOSE ESSENCE VODKAS,WATERMELON,DNA--FRANCE,DNA--FRANCE,FRANCE,60.00,WHEAT,WHITE,1.0L,LT ,972680,,HOUSE OF GREY GOOSE,7460,5269906    ,FOXS RV RESORT,6350 RIVERSIDE DR,,PARKER,AZ,40,ON ,0008048098573,731,101079,0.500,0.00
GREY GOOSE VOD ESS WHITEP&ROSEM 60,BACARDI USA INC,SPIRITS,VODKA,GREY GOOSE FLAVORS,VODKA,Liquor Products,GREY GOOSE ESSENCE VODKAS,PEACH,DNA--FRANCE,DNA--FRANCE,FRANCE,60.00,WHEAT,WHITE,1.0L,LT ,972687,,HOUSE OF GREY GOOSE,7460,5269906    ,FOXS RV RESORT,6350 RIVERSIDE DR,,PARKER,AZ,40,ON ,0008048098575,731,101079,1.666,0.00
GREY GOOSE VOD L'ORANGE 80,BACARDI USA INC,SPIRITS,VODKA,GREY GOOSE FLAVORS,VODKA,Liquor Products,HOUSE OF GREY GOOSE,ORANGE,DNA--FRANCE,DNA--FRANCE,FRANCE,80.00,WHEAT,WHITE,1.0L,LT ,77032,GREY GOOSE VODKA,HOUSE OF GREY GOOSE,7460,5269906    ,FOXS RV RESORT,6350 RIVERSIDE DR,,PARKER,AZ,40,ON ,0008308956010,731,101079,0.166,0.00
GREY GOOSE VOD LA POIRE 80,BACARDI USA INC,SPIRITS,VODKA,GREY GOOSE FLAVORS,VODKA,Liquor Products,HOUSE OF GREY GOOSE,PEAR,DNA--FRANCE,DNA--FRANCE,FRANCE,80.00,WHEAT,WHITE,1.0L,LT ,152373,,HOUSE OF GREY GOOSE,7460,5269906    ,FOXS RV RESORT,6350 RIVERSIDE DR,,PARKER,AZ,40,ON ,0008048028332,731,101079,1.333,0.00
