item_desc,suppl_name,corp_item_prod_cat_name,corp_item_prod_class_name,brand_name,class_desc,category_desc,corp_item_pgrp_name,corp_item_flavor,corp_item_appel_name,corp_item_region_name,corp_item_cnty_name,corp_item_proof,varietal,color,corp_item_size,corp_item_uom,item_no,group_desc,corp_item_prod_super_group_name,customer_no,stdlinxscd,customer_name,address_1,address_2,city,state,site,premise_code,upc_cd,brand_no,suppl_no,decimal_case_qty,net_revenue_amt
818 TEQ ANEJO 80,818 SPIRITS/MHW LTD,SPIRITS,TEQUILA,818,TEQUILA,Liquor Products,818 ANEJO,,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,TAWNY/BROWN,750ML,ML ,511785,,818,3208,5266491    ,FAIRMONT SCOTTSDALE PRINCESS R,7575 E PRINCESS DR,,SCOTTSDALE,AZ,40,ON ,0019589315429,2853,114444,0.499,150.57
818 TEQ BLANCO 80,818 SPIRITS/MHW LTD,SPIRITS,TEQUILA,818,TEQUILA,Liquor Products,818 BLANCO,,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,WHITE,750ML,ML ,511786,,818,3208,5266491    ,FAIRMONT SCOTTSDALE PRINCESS R,7575 E PRINCESS DR,,SCOTTSDALE,AZ,40,ON ,0019589368701,2853,114444,0.665,136.77
818 TEQ REPOSADO 80,818 SPIRITS/MHW LTD,SPIRITS,TEQUILA,818,TEQUILA,Liquor Products,818 REPOSADO,,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,TAWNY/BROWN,750ML,ML ,511787,,818,3208,5266491    ,FAIRMONT SCOTTSDALE PRINCESS R,7575 E PRINCESS DR,,SCOTTSDALE,AZ,40,ON ,0019589303109,2853,114444,0.499,126.57
818 EIGHT RESERVE TEQ ANEJO 80 SS,818 SPIRITS/MHW LTD,SPIRITS,TEQUILA,EIGHT RESERVE,TEQUILA,Liquor Products,EIGHT RESERVE,,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,TAWNY/BROWN,750ML,ML ,565512,,EIGHT RESERVE,3208,5266491    ,FAIRMONT SCOTTSDALE PRINCESS R,7575 E PRINCESS DR,,SCOTTSDALE,AZ,40,ON ,0086000671344,3341,114444,0.666,271.39
PROVISIONER ARIZONA RED,ARIZONA STRONGHOLD VINEYARDS,WINE,RED WINE,PROVISIONER,OTHER RED,Wine & Wine Coolers,PROVISIONER,,DNA--ARIZONA,ARIZONA,UNITED STATES,0.00,BLEND-OTHER,RED,750ML,ML ,482054,,PROVISIONER,3208,5266491    ,FAIRMONT SCOTTSDALE PRINCESS R,7575 E PRINCESS DR,,SCOTTSDALE,AZ,40,ON ,0085923800224,2641,112189,1.000,117.53
PROVISIONER ARIZONA WHITE,ARIZONA STRONGHOLD VINEYARDS,WINE,WHITE WINE,PROVISIONER,OTHER WHITE WINES,Wine & Wine Coolers,PROVISIONER,,DNA--ARIZONA,ARIZONA,UNITED STATES,0.00,BLEND-OTHER,WHITE,750ML,ML ,470605,,PROVISIONER,3208,5266491    ,FAIRMONT SCOTTSDALE PRINCESS R,7575 E PRINCESS DR,,SCOTTSDALE,AZ,40,ON ,0085923800221,2641,112189,1.000,117.53
MARTOCCIA POGGIO APRICALE ROSSO 21,AUGUST WINE GROUP,WINE,RED WINE,MARTOCCIA,OTHER RED,Wine & Wine Coolers,MARTOCCIA,,TOSCANA,TUSCANY,ITALY,0.00,BLEND-TUSCANY SANGIOVESE BASED,RED,750ML,ML ,550903,,MARTOCCIA,3208,5266491    ,FAIRMONT SCOTTSDALE PRINCESS R,7575 E PRINCESS DR,,SCOTTSDALE,AZ,40,ON ,0089259100062,3181,104707,0.000,0.00
ANGELS ENVY BBN 86.6,BACARDI USA INC,SPIRITS,BOURBON,ANGELS ENVY,WHISKEY BOURBON,Liquor Products,ANGELS ENVY,,DNA--KENTUCKY,KENTUCKY,UNITED STATES,86.60,BLEND-GRAINS,TAWNY/BROWN,750ML,ML ,404725,ANGELS ENVY,HOUSE OF BACARDI PRESTIGE BRANDS,3208,5266491    ,FAIRMONT SCOTTSDALE PRINCESS R,7575 E PRINCESS DR,,SCOTTSDALE,AZ,40,ON ,0085004700300,846,101079,97.166,21431.56
ANGELS ENVY BBN CLUBS 86.6PAD(48),BACARDI USA INC,SPIRITS,BOURBON,ANGELS ENVY,WHISKEY BOURBON,Liquor Products,ANGELS ENVY,,DNA--KENTUCKY,KENTUCKY,UNITED STATES,86.60,BLEND-GRAINS,TAWNY/BROWN,750ML,ML ,570898,,HOUSE OF BACARDI PRESTIGE BRANDS,3208,5266491    ,FAIRMONT SCOTTSDALE PRINCESS R,7575 E PRINCESS DR,,SCOTTSDALE,AZ,40,ON ,0085004700300,846,101079,7.000,3065.16
ANGELS ENVY RYE WSKY 100,BACARDI USA INC,SPIRITS,STRAIGHT RYE WHISKY,ANGELS ENVY,RUM,Liquor Products,ANGELS ENVY,,DNA--KENTUCKY,KENTUCKY,UNITED STATES,100.00,RYE,TAWNY/BROWN,750ML,ML ,410753,ANGELS ENVY,HOUSE OF BACARDI PRESTIGE BRANDS,3208,5266491    ,FAIRMONT SCOTTSDALE PRINCESS R,7575 E PRINCESS DR,,SCOTTSDALE,AZ,40,ON ,0085004700306,846,101079,15.000,5809.79
