item_desc,suppl_name,corp_item_prod_cat_name,corp_item_prod_class_name,brand_name,class_desc,category_desc,corp_item_pgrp_name,corp_item_flavor,corp_item_appel_name,corp_item_region_name,corp_item_cnty_name,corp_item_proof,varietal,color,corp_item_size,corp_item_uom,item_no,group_desc,corp_item_prod_super_group_name,customer_no,stdlinxscd,customer_name,address_1,address_2,city,state,site,premise_code,upc_cd,brand_no,suppl_no,decimal_case_qty,net_revenue_amt
CHARLES SMITH KUNGFU GIRL RIES(SC),ACKLEY BRANDS LTD.,WINE,WHITE WINE,CHARLES SMITH,DOMESTIC WINES - LO,Wine & Wine Coolers,CHARLES SMITH WINES,,COLUMBIA VALLEY,OREGON,UNITED STATES,0.00,RIESLING,WHITE,750ML,ML ,550287,,CHARLES SMITH WINES,137586,1925270    ,MARRIOTTS GRAND CHATEAU,75 E HARMON AVE,,LAS VEGAS,NV,30,ON ,0008600325300,9740,115896,5.000,540.00
BOMBAY SAPPHIRE GIN 94,BACARDI USA INC,SPIRITS,GIN,BOMBAY SAPPHIRE 94,GIN,Liquor Products,BOMBAY SAPPHIRE,BLEND-BOTANICALS,DNA--ENGLAND,ENGLAND,UNITED KINGDOM,94.00,BLEND-GRAINS,WHITE,375ML,ML ,29102,BOMBAY SAPPHIRE,HOUSE OF BOMBAY,137586,1925270    ,MARRIOTTS GRAND CHATEAU,75 E HARMON AVE,,LAS VEGAS,NV,30,ON ,0008048030103,4426,101079,8.667,1252.60
BOMBAY SAPPHIRE GIN 94,BACARDI USA INC,SPIRITS,GIN,BOMBAY SAPPHIRE 94,GIN,Liquor Products,BOMBAY SAPPHIRE,BLEND-BOTANICALS,DNA--ENGLAND,ENGLAND,UNITED KINGDOM,94.00,BLEND-GRAINS,WHITE,750ML,ML ,11292,BOMBAY SAPPHIRE,HOUSE OF BOMBAY,137586,1925270    ,MARRIOTTS GRAND CHATEAU,75 E HARMON AVE,,LAS VEGAS,NV,30,ON ,0008048030102,4426,101079,0.499,156.54
BOMBAY SAPPHIRE GIN 94,BACARDI USA INC,SPIRITS,GIN,BOMBAY SAPPHIRE 94,GIN,Liquor Products,BOMBAY SAPPHIRE,BLEND-BOTANICALS,DNA--ENGLAND,ENGLAND,UNITED KINGDOM,94.00,BLEND-GRAINS,WHITE,1.0L,LT ,11291,BOMBAY SAPPHIRE,HOUSE OF BOMBAY,137586,1925270    ,MARRIOTTS GRAND CHATEAU,75 E HARMON AVE,,LAS VEGAS,NV,30,ON ,0008048030101,4426,101079,7.812,3236.90
D'USSE COGNAC VSOP 80,BACARDI USA INC,SPIRITS,BRANDY,D'USSE COGNAC,BRANDYCOGNAC,Liquor Products,DUSSE,,COGNAC,COGNAC,FRANCE,80.00,BLEND-COGNAC,TAWNY/BROWN,750ML,ML ,330138,DUSSE,HOUSE OF BACARDI PRESTIGE BRANDS,137586,1925270    ,MARRIOTTS GRAND CHATEAU,75 E HARMON AVE,,LAS VEGAS,NV,30,ON ,0008048000292,4419,101079,0.166,0.00
DEWARS WHITE LABEL 80,BACARDI USA INC,SPIRITS,SCOTCH,DEWARS WHITE LABEL,SCOTCH,Liquor Products,DEWARS WHITE LABEL,,DNA--ENGLAND,ENGLAND,UNITED KINGDOM,80.00,BLEND-GRAINS,TAWNY/BROWN,1.0L,LT ,19307,DEWARS WHITE LABEL,HOUSE OF DEWARS,137586,1925270    ,MARRIOTTS GRAND CHATEAU,75 E HARMON AVE,,LAS VEGAS,NV,30,ON ,0008048023001,4421,101079,1.577,625.72
GREY GOOSE VODKA 80,BACARDI USA INC,SPIRITS,VODKA,GREY GOOSE VODKA,VODKA,Liquor Products,HOUSE OF GREY GOOSE,,DNA--FRANCE,DNA--FRANCE,FRANCE,80.00,WHEAT,WHITE,375ML,ML ,38168,HOUSE OF GREY GOOSE,HOUSE OF GREY GOOSE,137586,1925270    ,MARRIOTTS GRAND CHATEAU,75 E HARMON AVE,,LAS VEGAS,NV,30,ON ,0008048028003,4434,101079,23.000,4539.80
GREY GOOSE VODKA 80,BACARDI USA INC,SPIRITS,VODKA,GREY GOOSE VODKA,VODKA,Liquor Products,HOUSE OF GREY GOOSE,,DNA--FRANCE,DNA--FRANCE,FRANCE,80.00,WHEAT,WHITE,1.0L,LT ,17098,HOUSE OF GREY GOOSE,HOUSE OF GREY GOOSE,137586,1925270    ,MARRIOTTS GRAND CHATEAU,75 E HARMON AVE,,LAS VEGAS,NV,30,ON ,0008048028001,4434,101079,46.000,11213.20
ILEGAL MEZCAL JOVEN 80,BACARDI USA INC,SPIRITS,TEQUILA,ILEGAL MEZCAL,TEQUILA,Liquor Products,ILEGAL,,DNA--OAXACA,OAXACA,MEXICO,80.00,MAGUEY/MEZCAL,WHITE,750ML,ML ,990142,,ILEGAL,137586,1925270    ,MARRIOTTS GRAND CHATEAU,75 E HARMON AVE,,LAS VEGAS,NV,30,ON ,0008974475735,6407,101079,0.166,0.00
PATRON TEQ ANEJO 80,BACARDI USA INC,SPIRITS,TEQUILA,PATRON ANEJO TEQUILA,TEQUILA,Liquor Products,PATRON TEQUILA (EXCLUDING ROCA),,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,TAWNY/BROWN,750ML,ML ,327,PATRON TEQUILA (EXCLUDING ROCA,PATRON SPIRITS COMPANY,137586,1925270    ,MARRIOTTS GRAND CHATEAU,75 E HARMON AVE,,LAS VEGAS,NV,30,ON ,0072173300001,4609,101079,0.083,0.00
PATRON TEQ REPOSADO 80,BACARDI USA INC,SPIRITS,TEQUILA,PATRON REPOSADO TEQUILA,TEQUILA,Liquor Products,PATRON TEQUILA (EXCLUDING ROCA),,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,TAWNY/BROWN,750ML,ML ,43177,PATRON TEQUILA (EXCLUDING ROCA,PATRON SPIRITS COMPANY,137586,1925270    ,MARRIOTTS GRAND CHATEAU,75 E HARMON AVE,,LAS VEGAS,NV,30,ON ,0072173300015,4610,101079,8.249,4385.85
PATRON TEQ REPOSADO 80 BAR,BACARDI USA INC,SPIRITS,TEQUILA,PATRON REPOSADO TEQUILA,TEQUILA,Liquor Products,PATRON TEQUILA (EXCLUDING ROCA),,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,TAWNY/BROWN,750ML,ML ,469089,,PATRON SPIRITS COMPANY,137586,1925270    ,MARRIOTTS GRAND CHATEAU,75 E HARMON AVE,,LAS VEGAS,NV,30,ON ,0072173300015,4610,101079,2.166,525.00
PATRON TEQ SILVER 80,BACARDI USA INC,SPIRITS,TEQUILA,PATRON SILVER TEQUILA,TEQUILA,Liquor Products,PATRON TEQUILA (EXCLUDING ROCA),,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,WHITE,375ML,ML ,71616,PATRON TEQUILA (EXCLUDING ROCA,PATRON SPIRITS COMPANY,137586,1925270    ,MARRIOTTS GRAND CHATEAU,75 E HARMON AVE,,LAS VEGAS,NV,30,ON ,0072173300094,4611,101079,2.333,711.52
PATRON TEQ SILVER 80,BACARDI USA INC,SPIRITS,TEQUILA,PATRON SILVER TEQUILA,TEQUILA,Liquor Products,PATRON TEQUILA (EXCLUDING ROCA),,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,WHITE,750ML,ML ,328,PATRON TEQUILA (EXCLUDING ROCA,PATRON SPIRITS COMPANY,137586,1925270    ,MARRIOTTS GRAND CHATEAU,75 E HARMON AVE,,LAS VEGAS,NV,30,ON ,0072173300002,4611,101079,4.000,1920.00
PATRON TEQ SILVER 80 BAR,BACARDI USA INC,SPIRITS,TEQUILA,PATRON SILVER TEQUILA,TEQUILA,Liquor Products,PATRON TEQUILA (EXCLUDING ROCA),,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,WHITE,750ML,ML ,109101,PATRON TEQUILA (EXCLUDING ROCA,PATRON SPIRITS COMPANY,137586,1925270    ,MARRIOTTS GRAND CHATEAU,75 E HARMON AVE,,LAS VEGAS,NV,30,ON ,0072173300002,4611,101079,23.986,6001.20
