item_desc,suppl_name,corp_item_prod_cat_name,corp_item_prod_class_name,brand_name,class_desc,category_desc,corp_item_pgrp_name,corp_item_flavor,corp_item_appel_name,corp_item_region_name,corp_item_cnty_name,corp_item_proof,varietal,color,corp_item_size,corp_item_uom,item_no,group_desc,corp_item_prod_super_group_name,customer_no,stdlinxscd,customer_name,address_1,address_2,city,state,site,premise_code,upc_cd,brand_no,suppl_no,decimal_case_qty,net_revenue_amt
ANGELS ENVY BBN 86.6,BACARDI USA INC,SPIRITS,BOURBON,ANGELS ENVY (NW),LIQUOR,Liquor Products,ANGELS ENVY,,DNA--KENTUCKY,KENTUCKY,UNITED STATES,86.60,BLEND-GRAINS,TAWNY/BROWN,750ML,ML ,404725,BOURBON WHISKEY,HOUSE OF BACARDI PRESTIGE BRANDS,960038,2652175    ,HILTON BUFFALO THUNDER,20 BUFFALO THUNDER TRAIL,,SANTA FE,NM,80,ON ,0085004700300,1238,101079,1.499,359.13
ANGELS ENVY BBN SB(AWS1260C)110,BACARDI USA INC,SPIRITS,BOURBON,ANGELS ENVY (NW),LIQUOR,Liquor Products,ANGELS ENVY,,DNA--KENTUCKY,KENTUCKY,UNITED STATES,110.00,BLEND-GRAINS,TAWNY/BROWN,750ML,ML ,567570,BOURBON WHISKEY,HOUSE OF BACARDI PRESTIGE BRANDS,960038,2652175    ,HILTON BUFFALO THUNDER,20 BUFFALO THUNDER TRAIL,,SANTA FE,NM,80,ON ,0008048098635,1238,101079,0.166,68.79
BACARDI RUM GOLD 80,BACARDI USA INC,SPIRITS,RUM,BACARDI FLAVORS,LIQUOR,Liquor Products,BACARDI SPR/G/S/B/151,,DNA--PUERTO RICO,DNA--PUERTO RICO,PUERTO RICO,80.00,,TAWNY/BROWN,1.0L,LT ,28715,RUM,HOUSE OF BACARDI,960038,2652175    ,HILTON BUFFALO THUNDER,20 BUFFALO THUNDER TRAIL,,SANTA FE,NM,80,ON ,0008048002530,300,101079,0.500,104.34
BACARDI RUM SUPERIOR WHITE 80,BACARDI USA INC,SPIRITS,RUM,BACARDI FLAVORS,LIQUOR,Liquor Products,BACARDI SPR/G/S/B/151,,DNA--PUERTO RICO,DNA--PUERTO RICO,PUERTO RICO,80.00,,WHITE,1.0L,LT ,28728,RUM,HOUSE OF BACARDI,960038,2652175    ,HILTON BUFFALO THUNDER,20 BUFFALO THUNDER TRAIL,,SANTA FE,NM,80,ON ,0008048001530,300,101079,31.499,4546.64
BOMBAY DRY GIN 86,BACARDI USA INC,SPIRITS,GIN,BOMBAY DRY GIN,LIQUOR,Liquor Products,BOMBAY ORIGINAL,BLEND-BOTANICALS,DNA--ENGLAND,ENGLAND,UNITED KINGDOM,86.00,BLEND-GRAINS,WHITE,1.0L,LT ,11286,GINS/FLAVORED GINS,HOUSE OF BOMBAY,960038,2652175    ,HILTON BUFFALO THUNDER,20 BUFFALO THUNDER TRAIL,,SANTA FE,NM,80,ON ,0008048030001,1250,101079,0.500,128.34
BOMBAY SAPPHIRE GIN 94,BACARDI USA INC,SPIRITS,GIN,BOMBAY SAPPHIRE GIN,LIQUOR,Liquor Products,BOMBAY SAPPHIRE,BLEND-BOTANICALS,DNA--ENGLAND,ENGLAND,UNITED KINGDOM,94.00,BLEND-GRAINS,WHITE,750ML,ML ,11292,GINS/FLAVORED GINS,HOUSE OF BOMBAY,960038,2652175    ,HILTON BUFFALO THUNDER,20 BUFFALO THUNDER TRAIL,,SANTA FE,NM,80,ON ,0008048030102,1300,101079,1.499,382.22
BOMBAY SAPPHIRE GIN 94,BACARDI USA INC,SPIRITS,GIN,BOMBAY SAPPHIRE GIN,LIQUOR,Liquor Products,BOMBAY SAPPHIRE,BLEND-BOTANICALS,DNA--ENGLAND,ENGLAND,UNITED KINGDOM,94.00,BLEND-GRAINS,WHITE,1.0L,LT ,11291,GINS/FLAVORED GINS,HOUSE OF BOMBAY,960038,2652175    ,HILTON BUFFALO THUNDER,20 BUFFALO THUNDER TRAIL,,SANTA FE,NM,80,ON ,0008048030101,1300,101079,4.414,1363.94
DEWARS WHITE LABEL 80,BACARDI USA INC,SPIRITS,SCOTCH,DEWARS WHITE LABEL,LIQUOR,Liquor Products,DEWARS WHITE LABEL,,DNA--ENGLAND,ENGLAND,UNITED KINGDOM,80.00,BLEND-GRAINS,TAWNY/BROWN,1.0L,LT ,19307,SCOTCH/IRISH WHISKEY,HOUSE OF DEWARS,960038,2652175    ,HILTON BUFFALO THUNDER,20 BUFFALO THUNDER TRAIL,,SANTA FE,NM,80,ON ,0008048023001,1200,101079,0.831,286.51
GREY GOOSE VOD LE CITRON 80,BACARDI USA INC,SPIRITS,VODKA,GREY GOOSE,LIQUOR,Liquor Products,HOUSE OF GREY GOOSE,CITRUS,DNA--FRANCE,DNA--FRANCE,FRANCE,80.00,WHEAT,WHITE,1.0L,LT ,89687,VODKAS/FLAVORED VODKAS,HOUSE OF GREY GOOSE,960038,2652175    ,HILTON BUFFALO THUNDER,20 BUFFALO THUNDER TRAIL,,SANTA FE,NM,80,ON ,0008048028203,500,101079,4.000,873.40
GREY GOOSE VODKA 80,BACARDI USA INC,SPIRITS,VODKA,GREY GOOSE,LIQUOR,Liquor Products,HOUSE OF GREY GOOSE,,DNA--FRANCE,DNA--FRANCE,FRANCE,80.00,WHEAT,WHITE,1.0L,LT ,17098,VODKAS/FLAVORED VODKAS,HOUSE OF GREY GOOSE,960038,2652175    ,HILTON BUFFALO THUNDER,20 BUFFALO THUNDER TRAIL,,SANTA FE,NM,80,ON ,0008048028001,500,101079,46.666,10294.12
