item_desc,suppl_name,corp_item_prod_cat_name,corp_item_prod_class_name,brand_name,class_desc,category_desc,corp_item_pgrp_name,corp_item_flavor,corp_item_appel_name,corp_item_region_name,corp_item_cnty_name,corp_item_proof,varietal,color,corp_item_size,corp_item_uom,item_no,group_desc,corp_item_prod_super_group_name,customer_no,stdlinxscd,customer_name,address_1,address_2,city,state,site,premise_code,upc_cd,brand_no,suppl_no,decimal_case_qty,net_revenue_amt
ANGELS ENVY BBN 86.6,BACARDI USA INC,SPIRITS,BOURBON,ANGELS ENVY,WHISKEY BOURBON,Liquor Products,ANGELS ENVY,,DNA--KENTUCKY,KENTUCKY,UNITED STATES,86.60,BLEND-GRAINS,TAWNY/BROWN,750ML,ML ,404725,ANGELS ENVY,HOUSE OF BACARDI PRESTIGE BRANDS,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0085004700300,846,101079,12.665,2834.60
BACARDI RUM SUPERIOR WHITE 80,BACARDI USA INC,SPIRITS,RUM,BACARDI RUM SUPERIOR,RUM,Liquor Products,BACARDI SPR/G/S/B/151,,DNA--PUERTO RICO,DNA--PUERTO RICO,PUERTO RICO,80.00,,WHITE,1.0L,LT ,28728,,HOUSE OF BACARDI,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0008048001530,709,101079,150.000,19753.44
BOMBAY SAPPHIRE GIN 94,BACARDI USA INC,SPIRITS,GIN,BOMBAY SAPPHIRE GIN,GIN,Liquor Products,BOMBAY SAPPHIRE,BLEND-BOTANICALS,DNA--ENGLAND,ENGLAND,UNITED KINGDOM,94.00,BLEND-GRAINS,WHITE,1.0L,LT ,11291,,HOUSE OF BOMBAY,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0008048030101,722,101079,11.082,4050.80
CASTILLO RUM SILVER 80,BACARDI USA INC,SPIRITS,RUM,CASTILLO RUM,RUM,Liquor Products,CASTILLO RUMS,,DNA--PUERTO RICO,DNA--PUERTO RICO,PUERTO RICO,80.00,,WHITE,1.0L,LT ,28768,,HOUSE OF CASTILLO,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0008048006530,711,101079,2.000,191.86
DEWARS WHITE LABEL 80,BACARDI USA INC,SPIRITS,SCOTCH,DEWARS SCOTCH,SCOTCH BLENDED,Liquor Products,DEWARS WHITE LABEL,,DNA--SCOTLAND,SCOTLAND,UNITED KINGDOM,80.00,BLEND-GRAINS,TAWNY/BROWN,750ML,ML ,19315,,HOUSE OF DEWARS,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0008048023002,738,101079,0.166,44.38
DEWARS WHITE LABEL 80,BACARDI USA INC,SPIRITS,SCOTCH,DEWARS SCOTCH,SCOTCH BLENDED,Liquor Products,DEWARS WHITE LABEL,,DNA--ENGLAND,ENGLAND,UNITED KINGDOM,80.00,BLEND-GRAINS,TAWNY/BROWN,1.0L,LT ,19307,,HOUSE OF DEWARS,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0008048023001,738,101079,0.749,272.61
GREY GOOSE VOD LE CITRON 80,BACARDI USA INC,SPIRITS,VODKA,GREY GOOSE FLAVORS,VODKA,Liquor Products,HOUSE OF GREY GOOSE,CITRUS,DNA--FRANCE,DNA--FRANCE,FRANCE,80.00,WHEAT,WHITE,1.0L,LT ,89687,GREY GOOSE VODKA,HOUSE OF GREY GOOSE,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0008308957010,731,101079,1.000,203.94
GREY GOOSE VODKA 80,BACARDI USA INC,SPIRITS,VODKA,GREY GOOSE VODKA 80,VODKA,Liquor Products,HOUSE OF GREY GOOSE,,DNA--FRANCE,DNA--FRANCE,FRANCE,80.00,WHEAT,WHITE,1.0L,LT ,17098,GREY GOOSE VODKA,HOUSE OF GREY GOOSE,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0008048028001,730,101079,48.000,8862.12
GREY GOOSE VODKA NIGHT VISION 80,BACARDI USA INC,SPIRITS,VODKA,GREY GOOSE VODKA 80,VODKA,Liquor Products,HOUSE OF GREY GOOSE,,DNA--FRANCE,DNA--FRANCE,FRANCE,80.00,WHEAT,WHITE,1.0L,LT ,973137,GREY GOOSE VODKA,HOUSE OF GREY GOOSE,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0008048000468,730,101079,4.000,719.76
PATRON TEQ ANEJO 80,BACARDI USA INC,SPIRITS,TEQUILA,PATRON ANEJO,TEQUILA,Liquor Products,PATRON TEQUILA (EXCLUDING ROCA),,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,TAWNY/BROWN,750ML,ML ,327,PATRON TEQUILAS,PATRON SPIRITS COMPANY,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0072173300001,9151,101079,0.415,247.86
PATRON TEQ GRAN PIEDRA 80,BACARDI USA INC,SPIRITS,TEQUILA,PATRON GRAN PIEDRA,TEQUILA,Liquor Products,PATRON TEQUILA (EXCLUDING ROCA),,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,TAWNY/BROWN,750ML,ML ,360260,PATRON TEQUILAS,PATRON SPIRITS COMPANY,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0072173300169,1563,101079,0.250,272.20
PATRON TEQ GRAN PLATINUM 80 BAR,BACARDI USA INC,SPIRITS,TEQUILA,PATRON GRAN PLATINUM,TEQUILA,Liquor Products,PATRON TEQUILA (EXCLUDING ROCA),,DNA--MEXICO,DNA--MEXICO,MEXICO,80.00,100% BLUE AGAVE,WHITE,750ML,ML ,118731,PATRON TEQUILAS,PATRON SPIRITS COMPANY,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0072173300091,1567,101079,0.333,142.19
PATRON TEQ REPOSADO 80,BACARDI USA INC,SPIRITS,TEQUILA,PATRON REPOSADO,TEQUILA,Liquor Products,PATRON TEQUILA (EXCLUDING ROCA),,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,TAWNY/BROWN,750ML,ML ,43177,PATRON TEQUILAS,PATRON SPIRITS COMPANY,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0072173300015,9155,101079,2.579,1388.02
PATRON TEQ SILVER 80,BACARDI USA INC,SPIRITS,TEQUILA,PATRON SILVER,TEQUILA,Liquor Products,PATRON TEQUILA (EXCLUDING ROCA),,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,WHITE,750ML,ML ,328,PATRON TEQUILAS,PATRON SPIRITS COMPANY,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0072173300002,9159,101079,30.000,14192.97
PATRON TEQUILA SILVER 80 BAR,BACARDI USA INC,SPIRITS,TEQUILA,PATRON SILVER,TEQUILA,Liquor Products,PATRON TEQUILA (EXCLUDING ROCA),,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,WHITE,750ML,ML ,118695,PATRON TEQUILAS,PATRON SPIRITS COMPANY,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0072173300002,9159,101079,3.000,1415.10
ST GERMAIN LIQUEUR 40,BACARDI USA INC,SPIRITS,CORDIALS/LIQUORS,ST GERMAIN LIQ,CORDIALS AND LIQUEURS,Liquor Products,ST GERMAIN,ELDERFLOWER,DNA--FRANCE,DNA--FRANCE,FRANCE,40.00,,PURPLE,750ML,ML ,175921,,HOUSE OF BACARDI PRESTIGE BRANDS,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0008048000469,726,101079,30.000,5332.54
BERNARDUS PINOT NOIR GARYS 18,BERNARDUS WINERY,WINE,RED WINE,BERNARDUS,PINOT NOIR,Wine & Wine Coolers,BERNARDUS,,SANTA LUCIA HIGHLANDS,CALIFORNIA,UNITED STATES,0.00,PINOT NOIR,RED,750ML,ML ,969880,,BERNARDUS,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0074481821113,7006,101219,0.166,68.33
BERNARDUS PINOT NOIR ROSELLAS 19,BERNARDUS WINERY,WINE,RED WINE,BERNARDUS,PINOT NOIR,Wine & Wine Coolers,BERNARDUS,,SANTA LUCIA HIGHLANDS,CALIFORNIA,UNITED STATES,0.00,PINOT NOIR,RED,750ML,ML ,546148,,BERNARDUS,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0074481870002,7006,101219,2.000,659.92
BERNARDUS SAUVIGNON BLANC,BERNARDUS WINERY,WINE,WHITE WINE,BERNARDUS,SAUVIGNON BLANC/FUME BLANC,Wine & Wine Coolers,BERNARDUS,,DNA--MONTEREY COUNTY,CALIFORNIA,UNITED STATES,0.00,SAUVIGNON BLANC,WHITE,750ML,ML ,65960,GROUP 9999,BERNARDUS,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0074481880002,7006,101219,9.750,1472.33
CLOS DE NOUYS VOUVRAY DEMI SEC,BRONCO WINE CO,WINE,WHITE WINE,CLOS DE NOUYS,OTHER WHITE WINES,Wine & Wine Coolers,CLOS DE NOUYS,,VOUVRAY,LOIRE VALLEY,FRANCE,0.00,CHENIN BLANC,WHITE,750ML,ML ,936548,,CLOS DE NOUYS,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0089872300112,9296,100081,0.833,139.90
ANCHO REYES ANCHO CHILE LIQ 80,CAMPARI AMERICA,SPIRITS,CORDIALS/LIQUORS,ANCHO REYES,CORDIALS AND LIQUEURS,Liquor Products,ANCHO REYES,CHILI PEPPER,DNA--MEXICO,DNA--MEXICO,MEXICO,80.00,,TAWNY/BROWN,750ML,ML ,430016,,ANCHO REYES,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0008366487316,2202,100478,9.332,1280.84
ANCHO REYES VERDE POBLANO LIQ 80,CAMPARI AMERICA,SPIRITS,CORDIALS/LIQUORS,ANCHO REYES,CORDIALS AND LIQUEURS,Liquor Products,ANCHO REYES,CHILI PEPPER,DNA--MEXICO,DNA--MEXICO,MEXICO,80.00,,GREEN,750ML,ML ,893462,,ANCHO REYES,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0008366487368,2202,100478,18.000,2477.26
APEROL APERITIVO 22,CAMPARI AMERICA,SPIRITS,CORDIALS/LIQUORS,APEROL,CORDIALS AND LIQUEURS,Liquor Products,APEROL,BLEND-PROPRIETARY,DNA--MARCHES,MARCHES,ITALY,22.00,,ORANGE,1.0L,LT ,557367,APEROL,APEROL,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0072105900238,1888,100478,43.500,7045.85
CAMPARI APERITIVO 48,CAMPARI AMERICA,SPIRITS,CORDIALS/LIQUORS,CAMPARI,CORDIALS AND LIQUEURS,Liquor Products,CAMPARI,BLEND-PROPRIETARY,DNA--LOMBARDY,LOMBARDY,ITALY,48.00,,RED,1.0L,LT ,980581,CAMPARI,CAMPARI,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0002105904100,3211,100478,0.250,98.07
CAMPARI APERITIVO 48,CAMPARI AMERICA,SPIRITS,CORDIALS/LIQUORS,CAMPARI,CORDIALS AND LIQUEURS,Liquor Products,CAMPARI,BLEND-PROPRIETARY,DNA--ITALY,DNA--ITALY,ITALY,48.00,,WHITE,1.0L,LT ,606739,CAMPARI,CAMPARI,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0002105904100,3211,100478,2.832,557.33
COURVOISIER COG VSOP 80,CAMPARI AMERICA,SPIRITS,BRANDY,COURVOISIER VSOP,COGNAC,Liquor Products,COURVOISIER VSOP,,COGNAC,COGNAC,FRANCE,80.00,BLEND-COGNAC,TAWNY/BROWN,750ML,ML ,406998,COURVOISIER,COURVOISIER,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0008068696204,4121,100478,0.083,62.50
COURVOISIER COG VSOP 80,CAMPARI AMERICA,SPIRITS,BRANDY,COURVOISIER VSOP,COGNAC,Liquor Products,COURVOISIER VSOP,,COGNAC,COGNAC,FRANCE,80.00,BLEND-COGNAC,TAWNY/BROWN,1.0L,LT ,406997,COURVOISIER,COURVOISIER,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0008068696203,4121,100478,0.166,104.38
ESPOLON TEQ BLANCO 80,CAMPARI AMERICA,SPIRITS,TEQUILA,ESPOLON,TEQUILA,Liquor Products,ESPOLON BLANCO,,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,WHITE,1.0L,LT ,314814,ESPOLON,ESPOLON,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0072105970100,7893,100478,30.000,4594.76
FRANGELICO LIQ 40,CAMPARI AMERICA,SPIRITS,CORDIALS/LIQUORS,FRANGELICO,CORDIALS AND LIQUEURS,Liquor Products,FRANGELICO LIQUEUR,HAZELNUT,DNA--ITALY,DNA--ITALY,ITALY,40.00,,WHITE,1.0L,LT ,311648,FRANGELICO,FRANGELICO LIQUEUR,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0072105998100,3768,100478,1.000,383.88
GRAND MARNIER 80,CAMPARI AMERICA,SPIRITS,CORDIALS/LIQUORS,GRAND MARNIER,CORDIALS AND LIQUEURS,Liquor Products,GRAND MARNIER LESS CUVEES,ORANGE,DNA--FRANCE,DNA--FRANCE,FRANCE,80.00,BLEND-COGNAC,TAWNY/BROWN,1.0L,LT ,991348,GRAND MARNIER CORDON ROUGE,GRAND MARNIER,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0064918890048,928,100478,7.832,1832.72
WILD TURKEY BBN 81,CAMPARI AMERICA,SPIRITS,BOURBON,WILD TURKEY STRAIGHT,WHISKEY BOURBON,Liquor Products,WILD TURKEY 81,,DNA--KENTUCKY,KENTUCKY,UNITED STATES,81.00,BLEND-GRAINS,TAWNY/BROWN,1.0L,LT ,411656,WILD TURKEY,WILD TURKEY STRAIGHT BOURBON,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0072105984100,4737,100478,0.166,46.38
CHOPIN VOD POTATO BLACK 80,CHOPIN IMPORTS/MHW LTD,SPIRITS,VODKA,CHOPIN BLACK,VODKA,Liquor Products,CHOPIN,,DNA--POLAND,DNA--POLAND,POLAND,80.00,,WHITE,1.0L,LT ,482230,CHOPIN VODKA POTATO,CHOPIN,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0085293500116,1712,105638,2.333,370.30
CHOPIN VOD POTATO BLACK 80,CHOPIN IMPORTS/MHW LTD,SPIRITS,VODKA,CHOPIN BLACK,VODKA,Liquor Products,CHOPIN,,DNA--POLAND,DNA--POLAND,POLAND,80.00,,WHITE,750ML,ML ,482219,CHOPIN VODKA POTATO,CHOPIN,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0085293500115,1712,105638,1.000,125.96
DORDA DOUBLE CHOCOLATE LIQ 36,CHOPIN IMPORTS/MHW LTD,SPIRITS,CORDIALS/LIQUORS,DORDA,CORDIALS AND LIQUEURS,Liquor Products,DORDA,CHOCOLATE,DNA--POLAND,DNA--POLAND,POLAND,36.00,,TAWNY/BROWN,750ML,ML ,324079,DORDA,DORDA,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0085293500133,1715,105638,2.833,418.95
CIERTO TEQ ANEJO PRIVATE COL 80,CIERTO SPIRITS/PARK STREET IMP,SPIRITS,TEQUILA,CIERTO TEQ,TEQUILA,Liquor Products,CIERTO,,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,TAWNY/BROWN,750ML,ML ,578759,,CIERTO,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0086000474394,3448,115321,5.332,3133.52
CIERTO TEQ BLANCO PRIVATE COL 80,CIERTO SPIRITS/PARK STREET IMP,SPIRITS,TEQUILA,CIERTO TEQ,TEQUILA,Liquor Products,CIERTO,,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,WHITE,750ML,ML ,578757,,CIERTO,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0086000379688,3448,115321,52.499,18982.83
CIERTO TEQ EX ANEJO PRIVATE COL 80,CIERTO SPIRITS/PARK STREET IMP,SPIRITS,TEQUILA,CIERTO TEQ,TEQUILA,Liquor Products,CIERTO,,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,TAWNY/BROWN,750ML,ML ,578758,,CIERTO,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0086000474395,3448,115321,1.000,1188.56
CIERTO TEQ REPOSADO PRIVATE COL 80,CIERTO SPIRITS/PARK STREET IMP,SPIRITS,TEQUILA,CIERTO TEQ,TEQUILA,Liquor Products,CIERTO,,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,TAWNY/BROWN,750ML,ML ,578760,,CIERTO,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0086000379689,3448,115321,13.832,6414.30
CINCORO TEQ ANEJO 80,CINCO SPIRITS/PARK STREET IMPO,SPIRITS,TEQUILA,CINCORO,TEQUILA,Liquor Products,CINCORO ANEJO,,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,TAWNY/BROWN,750ML,ML ,966899,,CINCORO,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0085000864905,2290,113775,0.830,518.45
CINCORO TEQ ANEJO 80 GB,CINCO SPIRITS/PARK STREET IMPO,SPIRITS,TEQUILA,CINCORO,TEQUILA,Liquor Products,CINCORO ANEJO,,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,TAWNY/BROWN,750ML,ML ,966903,,CINCORO,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0085000864905,2290,113775,0.498,336.38
CINCORO TEQ BLANCO 80,CINCO SPIRITS/PARK STREET IMPO,SPIRITS,TEQUILA,CINCORO,TEQUILA,Liquor Products,CINCORO BLANCO,,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,WHITE,750ML,ML ,966900,,CINCORO,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0085000864901,2290,113775,0.166,61.19
CINCORO TEQ BLANCO 80 GB,CINCO SPIRITS/PARK STREET IMPO,SPIRITS,TEQUILA,CINCORO,TEQUILA,Liquor Products,CINCORO BLANCO,,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,WHITE,750ML,ML ,966904,,CINCORO,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0085000864901,2290,113775,0.996,352.44
CINCORO TEQ REPOSADO 80 GB,CINCO SPIRITS/PARK STREET IMPO,SPIRITS,TEQUILA,CINCORO,TEQUILA,Liquor Products,CINCORO REPOSADO,,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,TAWNY/BROWN,750ML,ML ,966905,,CINCORO,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0085000864903,2290,113775,1.328,625.83
BLINDFOLD SAUVIGNON BLANC 22,CONSTELLATION BRANDS,WINE,WHITE WINE,BLINDFOLD,SAUVIGNON BLANC/FUME BLANC,Wine & Wine Coolers,BLINDFOLD,,DNA--SONOMA COUNTY,CALIFORNIA,UNITED STATES,0.00,SAUVIGNON BLANC,WHITE,750ML,ML ,590912,,CBI ASPIRA TPWC,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0008600325903,880,100092,1.583,307.02
CASA NOBLE TEQ ANEJO 80,CONSTELLATION BRANDS,SPIRITS,TEQUILA,CASA NOBLE TEQ,TEQUILA,Liquor Products,CASA NOBLE,,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,TAWNY/BROWN,750ML,ML ,992947,,CBI ASPIRA CRAFT SPIRITS,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0008124005049,7639,100092,1.000,233.94
CASA NOBLE TEQ ANEJO MARQUES 80,CONSTELLATION BRANDS,SPIRITS,TEQUILA,CASA NOBLE TEQ,TEQUILA,Liquor Products,CASA NOBLE,,TEQUILA,JALISCO,MEXICO,80.00,100% BLUE AGAVE,TAWNY/BROWN,750ML,ML ,530551,,CBI ASPIRA CRAFT SPIRITS,22641,5544737    ,OMNI RESORT & SPA @ MONTELUCIA,4949 E LINCOLN DR,,PARADISE VALLEY,AZ,40,ON ,0008210078320,7639,100092,0.333,117.19
